company_name,parent_country,city,county,sector,operational_status,confidence,source_url,notes,data_source
Freudenberg-NOK Sealing Technologies (Shelby ×2),Japan,Shelbyville,Shelby,Automotive,Active,Medium,https://www.iedc.in.gov/docs/default-source/iedc-assets/fdi_japan2022-85x11.pdf,"Listed in IEDC Indiana–Japan FDI directory (2022). City confirmed from Japanese Consulate Chicago facility list. Investment details not publicly reported. Address: 1700 Miller Ave., Shelbyville 46176. Freudenberg-NOK JV; seals/gaskets. Two Shelby County plants listed.",JETRO
Fuji Component Parts USA,Japan,Indianapolis,Marion,Electronics,Active,Medium,https://www.iedc.in.gov/docs/default-source/iedc-assets/fdi_japan2022-85x11.pdf,"Listed in IEDC Indiana–Japan FDI directory (2022). City confirmed from Japanese Consulate Chicago facility list. Investment details not publicly reported. Address: 4115 West 54th Street, Indianapolis 46254.",JETRO
Fujifilm Medical Systems,Japan,Indianapolis,Marion,Medical/Pharma,Active,Medium,https://www.iedc.in.gov/docs/default-source/iedc-assets/fdi_japan2022-85x11.pdf,Listed in IEDC Indiana–Japan FDI directory (2022). City confirmed from Japanese Consulate Chicago facility list. Investment details not publicly reported. Fujifilm Holdings (Tokyo); medical imaging.,JETRO
Fujitsu Ten Corporation of America,Japan,Rushville,Rush,Electronics,Active,Medium,https://www.iedc.in.gov/docs/default-source/iedc-assets/fdi_japan2022-85x11.pdf,"Listed in IEDC Indiana–Japan FDI directory (2022). City confirmed from Japanese Consulate Chicago facility list. Investment details not publicly reported. Address: 616 Conrad Harcourt Way, Rushville 46173. Denso/Fujitsu group; car audio/electronics.",JETRO
Futaba Indiana of America,Japan,Vincennes,Knox,Automotive,Active,Medium,https://www.iedc.in.gov/docs/default-source/iedc-assets/fdi_japan2022-85x11.pdf,"Listed in IEDC Indiana–Japan FDI directory (2022). City confirmed from Japanese Consulate Chicago facility list. Investment details not publicly reported. Futaba Corp. (Chiba, Japan); metal stampings/assemblies for Toyota. Key Toyota Princeton supplier.",JETRO
GECOM Corp.,Japan,Greensburg,Decatur,Automotive,Active,Medium,https://www.iedc.in.gov/docs/default-source/iedc-assets/fdi_japan2022-85x11.pdf,Phase 4: $26.3M expansion 2017 / 30 jobs. See Phase 4 APAC Sweep sheet.,JETRO
Galileo USA Corp.,Japan,Greenwood,Johnson,Automotive,Active,Low,https://www.iedc.in.gov/docs/default-source/iedc-assets/fdi_japan2022-85x11.pdf,"Listed in IEDC Indiana–Japan FDI directory (2022). City/details require primary source verification. Address: 432 S. Emerson Ave., Greenwood 46143.",JETRO
Gavilon Fertilizer,Japan,Fort Wayne,Allen,Agriculture,Active,Medium,https://www.iedc.in.gov/docs/default-source/iedc-assets/fdi_japan2022-85x11.pdf,Listed in IEDC Indiana–Japan FDI directory (2022). City confirmed from Japanese Consulate Chicago facility list. Investment details not publicly reported. Gavilon Group (Marubeni Corp.); fertilizer distribution.,JETRO
Gavilon Grain (Montgomery ×4),Japan,Crawfordsville,Montgomery,Agriculture,Active,Low,https://www.iedc.in.gov/docs/default-source/iedc-assets/fdi_japan2022-85x11.pdf,Listed in IEDC Indiana–Japan FDI directory (2022). City/details require primary source verification. Multiple Gavilon/Marubeni grain elevator entries in county.,JETRO
Gavilon Grain (Rush),Japan,Rushville,Rush,Agriculture,Active,Low,https://www.iedc.in.gov/docs/default-source/iedc-assets/fdi_japan2022-85x11.pdf,Listed in IEDC Indiana–Japan FDI directory (2022). City/details require primary source verification.,JETRO
Gavilon Grain (Vigo),Japan,Terre Haute,Vigo,Agriculture,Active,Low,https://www.iedc.in.gov/docs/default-source/iedc-assets/fdi_japan2022-85x11.pdf,Listed in IEDC Indiana–Japan FDI directory (2022). City/details require primary source verification.,JETRO
"General Seating of America, Inc.",Japan,Frankfort,Clinton,Automotive,Active,Medium,https://www.iedc.in.gov/docs/default-source/iedc-assets/fdi_japan2022-85x11.pdf,Listed in IEDC Indiana–Japan FDI directory (2022). City confirmed from Japanese Consulate Chicago facility list. Investment details not publicly reported. City: Frankfort (46041) confirmed.,JETRO
Goodman Distribution,Japan,Evansville,Vanderburgh,Logistics,Active,Low,https://www.iedc.in.gov/docs/default-source/iedc-assets/fdi_japan2022-85x11.pdf,Listed in IEDC Indiana–Japan FDI directory (2022). City/details require primary source verification.,JETRO
Green Metals,Japan,Columbus,Bartholomew,Steel/Metal,Active,Medium,https://www.iedc.in.gov/docs/default-source/iedc-assets/fdi_japan2022-85x11.pdf,Listed in IEDC Indiana–Japan FDI directory (2022). City confirmed from Japanese Consulate Chicago facility list. Investment details not publicly reported.,JETRO
Green Metals (Gibson),Japan,Princeton,Gibson,Steel/Metal,Active,Medium,https://www.iedc.in.gov/docs/default-source/iedc-assets/fdi_japan2022-85x11.pdf,Listed in IEDC Indiana–Japan FDI directory (2022). City confirmed from Japanese Consulate Chicago facility list. Investment details not publicly reported.,JETRO
Greenville Technology Inc.,Japan,Anderson,Madison,Automotive,Active,Medium,https://www.iedc.in.gov/docs/default-source/iedc-assets/fdi_japan2022-85x11.pdf,Listed in IEDC Indiana–Japan FDI directory (2022). City confirmed from Japanese Consulate Chicago facility list. Investment details not publicly reported.,JETRO
H.A. Parts Products of Indiana Co.,Japan,Greencastle,Putnam,Automotive,Active,Medium,https://www.iedc.in.gov/docs/default-source/iedc-assets/fdi_japan2022-85x11.pdf,"Listed in IEDC Indiana–Japan FDI directory (2022). City confirmed from Japanese Consulate Chicago facility list. Investment details not publicly reported. Address: 2200 State Road 240 East, Greencastle 46135.",JETRO
Hansen Corp.,Japan,Princeton,Gibson,Automotive,Active,Medium,https://www.iedc.in.gov/docs/default-source/iedc-assets/fdi_japan2022-85x11.pdf,"Listed in IEDC Indiana–Japan FDI directory (2022). City confirmed from Japanese Consulate Chicago facility list. Investment details not publicly reported. Address: 901 S. First Street, Princeton 47670. Electric motors.",JETRO
Hartz Mountain Corp.,Japan,Plainfield,Hendricks,Manufacturing,Active,Low,https://www.iedc.in.gov/docs/default-source/iedc-assets/fdi_japan2022-85x11.pdf,Listed in IEDC Indiana–Japan FDI directory (2022). City/details require primary source verification. Japanese-affiliated; pet care.,JETRO
Heartland Automotive (Putnam),Japan,Greencastle,Putnam,Automotive,Active,Medium,https://www.iedc.in.gov/docs/default-source/iedc-assets/fdi_japan2022-85x11.pdf,Listed in IEDC Indiana–Japan FDI directory (2022). City confirmed from Japanese Consulate Chicago facility list. Investment details not publicly reported.,JETRO
Heartland Automotive LLC (Tippecanoe),Japan,Lafayette,Tippecanoe,Automotive,Active,Medium,https://www.iedc.in.gov/docs/default-source/iedc-assets/fdi_japan2022-85x11.pdf,Listed in IEDC Indiana–Japan FDI directory (2022). City confirmed from Japanese Consulate Chicago facility list. Investment details not publicly reported.,JETRO
Helena Chemical Co. (Elkhart),Japan,Goshen,Elkhart,Agriculture,Active,Low,https://www.iedc.in.gov/docs/default-source/iedc-assets/fdi_japan2022-85x11.pdf,Listed in IEDC Indiana–Japan FDI directory (2022). City/details require primary source verification. Helena Agri-Enterprises; Japanese-affiliated. Multiple IN locations.,JETRO
Helena Chemical Co. (Huntington),Japan,Huntington,Huntington,Agriculture,Active,Low,https://www.iedc.in.gov/docs/default-source/iedc-assets/fdi_japan2022-85x11.pdf,Listed in IEDC Indiana–Japan FDI directory (2022). City/details require primary source verification.,JETRO
Helena Chemical Co. (Wells),Japan,Bluffton,Wells,Agriculture,Active,Low,https://www.iedc.in.gov/docs/default-source/iedc-assets/fdi_japan2022-85x11.pdf,Listed in IEDC Indiana–Japan FDI directory (2022). City/details require primary source verification.,JETRO
Heraeus Kulzer,Japan,South Bend,St. Joseph,Medical/Pharma,Active,Medium,https://www.iedc.in.gov/docs/default-source/iedc-assets/fdi_japan2022-85x11.pdf,Listed in IEDC Indiana–Japan FDI directory (2022). City confirmed from Japanese Consulate Chicago facility list. Investment details not publicly reported. Heraeus Group; dental materials. Japanese-affiliated operations.,JETRO
"Heritage Products, Inc.",Japan,Crawfordsville,Montgomery,Manufacturing,Active,Medium,https://www.iedc.in.gov/docs/default-source/iedc-assets/fdi_japan2022-85x11.pdf,"Listed in IEDC Indiana–Japan FDI directory (2022). City confirmed from Japanese Consulate Chicago facility list. Investment details not publicly reported. Address: 2000 Smith Avenue, Crawfordsville 47933.",JETRO
"Hi Tech Systems, Inc.",Japan,Indianapolis,Marion,Technology,Active,Medium,https://www.iedc.in.gov/docs/default-source/iedc-assets/fdi_japan2022-85x11.pdf,"Listed in IEDC Indiana–Japan FDI directory (2022). City confirmed from Japanese Consulate Chicago facility list. Investment details not publicly reported. Address: 6525 Guion Rd., Indianapolis 46268.",JETRO
Hirata Corp. of America,Japan,Indianapolis,Marion,Automotive/Industrial,Active,Medium,https://www.iedc.in.gov/docs/default-source/iedc-assets/fdi_japan2022-85x11.pdf,"Listed in IEDC Indiana–Japan FDI directory (2022). City confirmed from Japanese Consulate Chicago facility list. Investment details not publicly reported. Address: 5625 Decatur Blvd., Indianapolis 46241. Assembly automation systems; Hirata Corp. (Kumamoto).",JETRO
Hisada America Inc / Hoosier Metalform,Japan,Edinburgh,Bartholomew,Automotive,Active,Medium,https://www.iedc.in.gov/docs/default-source/iedc-assets/fdi_japan2022-85x11.pdf,Listed in IEDC Indiana–Japan FDI directory (2022). City confirmed from Japanese Consulate Chicago facility list. Investment details not publicly reported. City: Edinburgh (46124) confirmed from facility list. Metalforming/stamping.,JETRO
"Hitachi Cable Indiana, Inc.",Japan,New Albany,Floyd,Automotive,Active,Medium,https://www.iedc.in.gov/docs/default-source/iedc-assets/fdi_japan2022-85x11.pdf,"Listed in IEDC Indiana–Japan FDI directory (2022). City confirmed from Japanese Consulate Chicago facility list. Investment details not publicly reported. Address: 5300 Grant Line Road, New Albany 47150. Wire harnesses; Hitachi group.",JETRO
Hitachi Powdered Metals (USA) Inc.,Japan,Greensburg,Decatur,Automotive,Active,Medium,https://www.iedc.in.gov/docs/default-source/iedc-assets/fdi_japan2022-85x11.pdf,Phase 4: New Plant 2 announced Nov 2012 ($38.4M/60 jobs). See Phase 4 APAC Sweep sheet.,JETRO
Hoist Material Handling,Japan,Gary,Lake,Industrial Equipment,Active,Medium,https://www.iedc.in.gov/docs/default-source/iedc-assets/fdi_japan2022-85x11.pdf,Listed in IEDC Indiana–Japan FDI directory (2022). City confirmed from Japanese Consulate Chicago facility list. Investment details not publicly reported.,JETRO
"Honda Performance Development, Inc.",Japan,Avon,Hendricks,Automotive,Active,Medium,https://www.iedc.in.gov/docs/default-source/iedc-assets/fdi_japan2022-85x11.pdf,Listed in IEDC Indiana–Japan FDI directory (2022). City confirmed from Japanese Consulate Chicago facility list. Investment details not publicly reported. Honda R&D subsidiary; motorsports/high-performance.,JETRO
Honda Trading America Corp.,Japan,Greensburg,Decatur,Logistics,Active,Medium,https://www.iedc.in.gov/docs/default-source/iedc-assets/fdi_japan2022-85x11.pdf,Listed in IEDC Indiana–Japan FDI directory (2022). City confirmed from Japanese Consulate Chicago facility list. Investment details not publicly reported. Honda group trading/logistics subsidiary. Greensburg location.,JETRO
I/N Kote,Japan,New Carlisle,St. Joseph,Steel/Metal,Active,Medium,https://www.iedc.in.gov/docs/default-source/iedc-assets/fdi_japan2022-85x11.pdf,"Listed in IEDC Indiana–Japan FDI directory (2022). City confirmed from Japanese Consulate Chicago facility list. Investment details not publicly reported. Address: 30755 Edison Road, New Carlisle 46552. Nippon Steel + Inland Steel JV (now restructured); galvanized steel.",JETRO
I/N Tek,Japan,New Carlisle,St. Joseph,Steel/Metal,Active,Medium,https://www.iedc.in.gov/docs/default-source/iedc-assets/fdi_japan2022-85x11.pdf,"Listed in IEDC Indiana–Japan FDI directory (2022). City confirmed from Japanese Consulate Chicago facility list. Investment details not publicly reported. Address: 30755 Edison Road, New Carlisle 46552. Same JV; cold-rolled steel.",JETRO
INTAT Precision (Aisin),Japan,Rushville,Rush,Automotive,Active,Medium,https://www.iedc.in.gov/docs/default-source/iedc-assets/fdi_japan2022-85x11.pdf,"Listed in IEDC Indiana–Japan FDI directory (2022). City confirmed from Japanese Consulate Chicago facility list. Investment details not publicly reported. Address: 2148 N. State Road 3, Rushville 46173. Aisin group; precision metal parts.",JETRO
INX International Ink,Japan,Richmond,Wayne,Manufacturing,Active,Medium,https://www.iedc.in.gov/docs/default-source/iedc-assets/fdi_japan2022-85x11.pdf,Listed in IEDC Indiana–Japan FDI directory (2022). City confirmed from Japanese Consulate Chicago facility list. Investment details not publicly reported. INX International; Sakata INX (Osaka) affiliate. Printing inks.,JETRO
Ibiden USA Corporation,Japan,Columbus,Bartholomew,Electronics,Active,Medium,https://www.iedc.in.gov/docs/default-source/iedc-assets/fdi_japan2022-85x11.pdf,"Listed in IEDC Indiana–Japan FDI directory (2022). City confirmed from Japanese Consulate Chicago facility list. Investment details not publicly reported. PCB / electronic substrates; Ibiden Co., Ltd. (Ogaki, Japan).",JETRO
Idemitsu Lubricants America Corp.,Japan,Jeffersonville,Clark,Chemicals,Active,Medium,https://www.iedc.in.gov/docs/default-source/iedc-assets/fdi_japan2022-85x11.pdf,"Listed in IEDC Indiana–Japan FDI directory (2022). City confirmed from Japanese Consulate Chicago facility list. Investment details not publicly reported. Idemitsu Kosan Co., Ltd. (Tokyo); lubricants.",JETRO
Indiana Automotive Fasteners,Japan,Greenfield,Hancock,Automotive,Active,Medium,https://www.iedc.in.gov/docs/default-source/iedc-assets/fdi_japan2022-85x11.pdf,"Listed in IEDC Indiana–Japan FDI directory (2022). City confirmed from Japanese Consulate Chicago facility list. Investment details not publicly reported. Address: 1300 W. Anderson Blvd., Greenfield 46140.",JETRO
Indiana Hydraulic Equipment Corp.,Japan,Franklin,Johnson,Industrial Equipment,Active,Medium,https://www.iedc.in.gov/docs/default-source/iedc-assets/fdi_japan2022-85x11.pdf,Listed in IEDC Indiana–Japan FDI directory (2022). City confirmed from Japanese Consulate Chicago facility list. Investment details not publicly reported.,JETRO
Indiana Packers Corporation,Japan,Delphi,Carroll,Agriculture,Active,High,https://www.iedc.in.gov/docs/default-source/iedc-assets/fdi_japan2022-85x11.pdf,"JV: Itoham Foods (Nippon Ham) + Mitsubishi Corp. Operations began 1991; formal JV established 1994. Grown to 16,800 hogs/day capacity; 2,000+ employees. Capital investment not publicly disclosed.",JETRO
Indiana Packers Corporation (Clinton),Japan,Frankfort,Clinton,Agriculture,Active,Low,https://www.iedc.in.gov/docs/default-source/iedc-assets/fdi_japan2022-85x11.pdf,Listed in IEDC Indiana–Japan FDI directory (2022). City/details require primary source verification. Second Indiana Packers facility.,JETRO
Indiana Precision Forge LLC,Japan,Shelbyville,Shelby,Automotive,Active,Medium,https://www.iedc.in.gov/docs/default-source/iedc-assets/fdi_japan2022-85x11.pdf,Listed in IEDC Indiana–Japan FDI directory (2022). City confirmed from Japanese Consulate Chicago facility list. Investment details not publicly reported. Forged metal parts.,JETRO
Isuzu Mfg. Service of America,Japan,Lafayette,Tippecanoe,Automotive,Active,Medium,https://www.iedc.in.gov/docs/default-source/iedc-assets/fdi_japan2022-85x11.pdf,"Listed in IEDC Indiana–Japan FDI directory (2022). City confirmed from Japanese Consulate Chicago facility list. Investment details not publicly reported. Address: 5500 SR 38 East, Lafayette 47903. Isuzu Motors (Tokyo); commercial vehicle R&D.",JETRO
"Itsuwa USA, LLC",Japan,Columbus,Bartholomew,Automotive,Active,Medium,https://www.iedc.in.gov/docs/default-source/iedc-assets/fdi_japan2022-85x11.pdf,Listed in IEDC Indiana–Japan FDI directory (2022). City confirmed from Japanese Consulate Chicago facility list. Investment details not publicly reported.,JETRO
JTL America,Japan,Fort Wayne,Allen,Automotive,Active,Medium,https://www.iedc.in.gov/docs/default-source/iedc-assets/fdi_japan2022-85x11.pdf,Listed in IEDC Indiana–Japan FDI directory (2022). City confirmed from Japanese Consulate Chicago facility list. Investment details not publicly reported.,JETRO
Japan-US Trans (JUST) Associates,Japan,West Lafayette,Tippecanoe,Services,Active,Low,https://www.iedc.in.gov/docs/default-source/iedc-assets/fdi_japan2022-85x11.pdf,"Listed in IEDC Indiana–Japan FDI directory (2022). City/details require primary source verification. Address: 466 Lagrange Street, West Lafayette 47906.",JETRO
KN Platech America Corporation,Japan,Shelbyville,Shelby,Automotive,Active,Medium,https://www.iedc.in.gov/docs/default-source/iedc-assets/fdi_japan2022-85x11.pdf,Listed in IEDC Indiana–Japan FDI directory (2022). City confirmed from Japanese Consulate Chicago facility list. Investment details not publicly reported. Plastic injection molding; Japanese-affiliated.,JETRO
KYB Americas Corporation,Japan,Franklin,Johnson,Automotive,Active,Medium,https://www.chicago.us.emb-japan.go.jp/JcomplistEng.pdf,"Address: 2625 N. Morton, Franklin 46131. KYB Corp. (Tokyo); shock absorbers/hydraulics.",JETRO
KYB Americas LLC,Japan,Franklin,Johnson,Automotive,Active,Medium,https://www.iedc.in.gov/docs/default-source/iedc-assets/fdi_japan2022-85x11.pdf,Listed in IEDC Indiana–Japan FDI directory (2022). City confirmed from Japanese Consulate Chicago facility list. Investment details not publicly reported.,JETRO
KYOCERA SGS Precision Tools,Japan,Columbia City,Whitley,Manufacturing,Active,Medium,https://www.iedc.in.gov/docs/default-source/iedc-assets/fdi_japan2022-85x11.pdf,Listed in IEDC Indiana–Japan FDI directory (2022). City confirmed from Japanese Consulate Chicago facility list. Investment details not publicly reported. Kyocera group; precision cutting tools.,JETRO
"Kamaya, Inc.",Japan,Fort Wayne,Allen,Electronics,Active,Medium,https://www.iedc.in.gov/docs/default-source/iedc-assets/fdi_japan2022-85x11.pdf,Listed in IEDC Indiana–Japan FDI directory (2022). City confirmed from Japanese Consulate Chicago facility list. Investment details not publicly reported. City: Fort Wayne (46818) confirmed from facility list.,JETRO
Kamic,Japan,Columbus,Bartholomew,Automotive,Active,Medium,https://www.iedc.in.gov/docs/default-source/iedc-assets/fdi_japan2022-85x11.pdf,Listed in IEDC Indiana–Japan FDI directory (2022). City confirmed from Japanese Consulate Chicago facility list. Investment details not publicly reported. City: Columbus confirmed.,JETRO
Keihin Aircon North America,Japan,Muncie,Delaware,Automotive,Active,Medium,https://www.iedc.in.gov/docs/default-source/iedc-assets/fdi_japan2022-85x11.pdf,"Listed in IEDC Indiana–Japan FDI directory (2022). City confirmed from Japanese Consulate Chicago facility list. Investment details not publicly reported. Address: 4400 North Superior Drive, Muncie 47303. HVAC for autos; Honda group.",JETRO
Keihin Indiana Precision Technology,Japan,Greenfield,Hancock,Automotive,Active,Medium,https://www.iedc.in.gov/docs/default-source/iedc-assets/fdi_japan2022-85x11.pdf,"Listed in IEDC Indiana–Japan FDI directory (2022). City confirmed from Japanese Consulate Chicago facility list. Investment details not publicly reported. Address: 400 W. New Road, Greenfield 46140. Honda group; fuel systems.",JETRO
Keihin North America,Japan,Anderson,Madison,Automotive,Active,Medium,https://www.iedc.in.gov/docs/default-source/iedc-assets/fdi_japan2022-85x11.pdf,Listed in IEDC Indiana–Japan FDI directory (2022). City confirmed from Japanese Consulate Chicago facility list. Investment details not publicly reported. Keihin Corp. (Honda group); fuel systems/HVAC.,JETRO
Kendon Corporation,Japan,Muncie,Delaware,Automotive,Active,Medium,https://www.iedc.in.gov/docs/default-source/iedc-assets/fdi_japan2022-85x11.pdf,Listed in IEDC Indiana–Japan FDI directory (2022). City confirmed from Japanese Consulate Chicago facility list. Investment details not publicly reported.,JETRO
Key Fasteners Corp.,Japan,Berne,Adams,Automotive,Active,Medium,https://www.iedc.in.gov/docs/default-source/iedc-assets/fdi_japan2022-85x11.pdf,Listed in IEDC Indiana–Japan FDI directory (2022). City confirmed from Japanese Consulate Chicago facility list. Investment details not publicly reported. City: Berne (46711) confirmed from Japanese Consulate facility list.,JETRO
Kintetsu World Express USA (Hamilton),Japan,Noblesville,Hamilton,Logistics,Active,Medium,https://www.iedc.in.gov/docs/default-source/iedc-assets/fdi_japan2022-85x11.pdf,Listed in IEDC Indiana–Japan FDI directory (2022). City confirmed from Japanese Consulate Chicago facility list. Investment details not publicly reported.,JETRO
Kintetsu World Express USA (Marion),Japan,Indianapolis,Marion,Logistics,Active,Medium,https://www.iedc.in.gov/docs/default-source/iedc-assets/fdi_japan2022-85x11.pdf,"Listed in IEDC Indiana–Japan FDI directory (2022). City confirmed from Japanese Consulate Chicago facility list. Investment details not publicly reported. Address: 1930 Executive Drive, Indianapolis 46241.",JETRO
Kobelco Compressors Manufacturing Indiana,Japan,Elkhart,Elkhart,Industrial Equipment,Active,Medium,https://www.iedc.in.gov/docs/default-source/iedc-assets/fdi_japan2022-85x11.pdf,"Listed in IEDC Indiana–Japan FDI directory (2022). City confirmed from Japanese Consulate Chicago facility list. Investment details not publicly reported. Address: 3000 Hammond Ave, Elkhart 46516. Kobelco (Kobe Steel group); air compressors.",JETRO
"Kobelco Metal Powder of America, Inc.",Japan,Seymour,Jackson,Manufacturing,Active,Medium,https://www.iedc.in.gov/docs/default-source/iedc-assets/fdi_japan2022-85x11.pdf,"Listed in IEDC Indiana–Japan FDI directory (2022). City confirmed from Japanese Consulate Chicago facility list. Investment details not publicly reported. Address: 1625 Bateman Drive, Seymour 47274. Kobe Steel group; metal powder.",JETRO
Kokoku Wire Industries Corp.,Japan,South Bend,St. Joseph,Automotive,Active,Medium,https://www.iedc.in.gov/docs/default-source/iedc-assets/fdi_japan2022-85x11.pdf,"Listed in IEDC Indiana–Japan FDI directory (2022). City confirmed from Japanese Consulate Chicago facility list. Investment details not publicly reported. Address: 1217 South Walnut, South Bend 46619. Wire products.",JETRO
"Kokusai, Inc.",Japan,Indianapolis,Marion,Automotive,Active,Medium,https://www.iedc.in.gov/docs/default-source/iedc-assets/fdi_japan2022-85x11.pdf,"Listed in IEDC Indiana–Japan FDI directory (2022). City confirmed from Japanese Consulate Chicago facility list. Investment details not publicly reported. Address: 8102 Woodland Dr., Indianapolis 46278.",JETRO
Kousei,Japan,Columbus,Bartholomew,Automotive,Active,Medium,https://www.iedc.in.gov/docs/default-source/iedc-assets/fdi_japan2022-85x11.pdf,Listed in IEDC Indiana–Japan FDI directory (2022). City confirmed from Japanese Consulate Chicago facility list. Investment details not publicly reported.,JETRO
Krosaki USA / Krosaki Magnesita,Japan,Gary,Lake,Manufacturing,Active,Medium,https://www.iedc.in.gov/docs/default-source/iedc-assets/fdi_japan2022-85x11.pdf,Listed in IEDC Indiana–Japan FDI directory (2022). City confirmed from Japanese Consulate Chicago facility list. Investment details not publicly reported. Krosaki Harima Corp. (Kitakyushu); refractory products.,JETRO
Kuri Tec Mfg. / Hose Technology,Japan,Williamsport,Warren,Manufacturing,Active,Medium,https://www.iedc.in.gov/docs/default-source/iedc-assets/fdi_japan2022-85x11.pdf,"Listed in IEDC Indiana–Japan FDI directory (2022). City confirmed from Japanese Consulate Chicago facility list. Investment details not publicly reported. Address: 2600 E. US Hwy 41, Williamsport 47993. Kuriyama Holdings (Japan); industrial hose.",JETRO
Landis & Gyr North America,Japan,Lafayette,Tippecanoe,Electronics,Active,Medium,https://www.iedc.in.gov/docs/default-source/iedc-assets/fdi_japan2022-85x11.pdf,Listed in IEDC Indiana–Japan FDI directory (2022). City confirmed from Japanese Consulate Chicago facility list. Investment details not publicly reported. Smart metering; Toshiba group subsidiary.,JETRO
M&C Tech Indiana Corp,Japan,Washington,Daviess,Automotive,Active,Low,https://www.iedc.in.gov/docs/default-source/iedc-assets/fdi_japan2022-85x11.pdf,Listed in IEDC Indiana–Japan FDI directory (2022). City/details require primary source verification.,JETRO
"M.O. Air International, Inc.",Japan,Evansville,Vanderburgh,Logistics,Active,Medium,https://www.iedc.in.gov/docs/default-source/iedc-assets/fdi_japan2022-85x11.pdf,"Listed in IEDC Indiana–Japan FDI directory (2022). City confirmed from Japanese Consulate Chicago facility list. Investment details not publicly reported. Address: 4918 Temple Ave. Ste. A, Evansville 47715.",JETRO
MACtac,Japan,Columbus,Bartholomew,Manufacturing,Active,Medium,https://www.iedc.in.gov/docs/default-source/iedc-assets/fdi_japan2022-85x11.pdf,Listed in IEDC Indiana–Japan FDI directory (2022). City confirmed from Japanese Consulate Chicago facility list. Investment details not publicly reported. Pressure-sensitive adhesives; Bostik/Total group with Japanese ties.,JETRO
"MC Aluminum America, Inc.",Japan,Columbus,Bartholomew,Automotive,Active,Low,https://www.iedc.in.gov/docs/default-source/iedc-assets/fdi_japan2022-85x11.pdf,"Listed in IEDC Indiana–Japan FDI directory (2022). City/details require primary source verification. Address: 6875 S. Inwood Dr., Columbus 47201.",JETRO
MD Logistics,Japan,Avon,Hendricks,Logistics,Active,Medium,https://www.iedc.in.gov/docs/default-source/iedc-assets/fdi_japan2022-85x11.pdf,Listed in IEDC Indiana–Japan FDI directory (2022). City confirmed from Japanese Consulate Chicago facility list. Investment details not publicly reported.,JETRO
"MRM Toluic Co., Inc.",Japan,Indianapolis,Marion,Chemicals,Active,Low,https://www.iedc.in.gov/docs/default-source/iedc-assets/fdi_japan2022-85x11.pdf,"Listed in IEDC Indiana–Japan FDI directory (2022). City/details require primary source verification. Address: 1500 S. Tibbs Ave., Indianapolis 46242.",JETRO
MSE Express America,Japan,Princeton,Gibson,Logistics,Active,Medium,https://www.iedc.in.gov/docs/default-source/iedc-assets/fdi_japan2022-85x11.pdf,Listed in IEDC Indiana–Japan FDI directory (2022). City confirmed from Japanese Consulate Chicago facility list. Investment details not publicly reported.,JETRO
"Madison Precision Products, Inc.",Japan,Madison,Jefferson,Automotive,Active,Medium,https://www.iedc.in.gov/docs/default-source/iedc-assets/fdi_japan2022-85x11.pdf,"Listed in IEDC Indiana–Japan FDI directory (2022). City confirmed from Japanese Consulate Chicago facility list. Investment details not publicly reported. Address: 94 East, 400 North, Madison 47250.",JETRO
"Magnolia Automotive Services, LLC",Japan,Jeffersonville,Clark,Automotive,Active,Medium,https://www.iedc.in.gov/docs/default-source/iedc-assets/fdi_japan2022-85x11.pdf,Listed in IEDC Indiana–Japan FDI directory (2022). City confirmed from Japanese Consulate Chicago facility list. Investment details not publicly reported.,JETRO
Makuta Technics,Japan,Shelbyville,Shelby,Manufacturing,Active,Medium,https://www.iedc.in.gov/docs/default-source/iedc-assets/fdi_japan2022-85x11.pdf,Listed in IEDC Indiana–Japan FDI directory (2022). City confirmed from Japanese Consulate Chicago facility list. Investment details not publicly reported.,JETRO
Marubeni Plant Contractor Inc,Japan,Indianapolis,Marion,Construction,Active,Medium,https://www.iedc.in.gov/docs/default-source/iedc-assets/fdi_japan2022-85x11.pdf,"Listed in IEDC Indiana–Japan FDI directory (2022). City confirmed from Japanese Consulate Chicago facility list. Investment details not publicly reported. Address: 5612 West 73rd Street, Indianapolis 46278.",JETRO
Memnon Archiving Svcs.,Japan,Bloomington,Monroe,Services,Active,Low,https://www.iedc.in.gov/docs/default-source/iedc-assets/fdi_japan2022-85x11.pdf,Listed in IEDC Indiana–Japan FDI directory (2022). City/details require primary source verification.,JETRO
"Mesco U.S.A., Inc.",Japan,Greensburg,Decatur,Manufacturing,Active,Medium,https://www.iedc.in.gov/docs/default-source/iedc-assets/fdi_japan2022-85x11.pdf,Listed in IEDC Indiana–Japan FDI directory (2022). City confirmed from Japanese Consulate Chicago facility list. Investment details not publicly reported. City: Greensburg confirmed.,JETRO
"Mi-Tech Steel, Inc.",Japan,Greensburg,Decatur,Steel/Metal,Active,Medium,https://www.iedc.in.gov/docs/default-source/iedc-assets/fdi_japan2022-85x11.pdf,Listed in IEDC Indiana–Japan FDI directory (2022). City confirmed from Japanese Consulate Chicago facility list. Investment details not publicly reported. City: Greensburg confirmed.,JETRO
Millennium Steel Service LLC,Japan,Princeton,Gibson,Steel/Metal,Active,Medium,https://www.iedc.in.gov/docs/default-source/iedc-assets/fdi_japan2022-85x11.pdf,Listed in IEDC Indiana–Japan FDI directory (2022). City confirmed from Japanese Consulate Chicago facility list. Investment details not publicly reported. Steel processing/service center for Toyota plant.,JETRO
